path,bucket,proposed_owner,topic,basis,reason,resolution
elspeth-lints/src/elspeth_lints/rules/audit_evidence/tier_1_decoration/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/audit_evidence/tier_1_decoration/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/fixtures/examples_clean/01_narrow_first/web/sessions/routes.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/fixtures/examples_violation/01_inverted_order.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/fixtures/examples_violation/01_inverted_order/web/sessions/routes.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/catch_order/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_clean/01_tool_argument_error/web/composer/tools/blobs.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_clean/02_helper_caught_locally/web/composer/tools/blobs.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_clean/03_post_init_invariant/web/composer/tools/_common.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_violation/01_bare_value_error.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_violation/01_bare_value_error/web/composer/tools/blobs.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_violation/02_helper_escapes_unguarded_call.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/fixtures/examples_violation/02_helper_escapes_unguarded_call/web/composer/tools/blobs.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/composer/exception_channel/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_clean/01_ratchet_tight/src/elspeth/core/landscape/plugin_audit_writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/01_budget_growth.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/01_budget_growth/src/elspeth/core/landscape/plugin_audit_writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/02_ratchet_slack.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/02_ratchet_slack/src/elspeth/core/landscape/plugin_audit_writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/03_adapter_missing.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/fixtures/examples_violation/03_adapter_missing/src/elspeth/core/landscape/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/adapter_method_budget/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_clean/01_paired_dispatch/src/elspeth/writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_clean/02_unrelated_sqlite/src/elspeth/types.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_clean/03_direct_comparisons/src/elspeth/writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_clean/04_module_attribute_dispatch/src/elspeth/writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/01_sqlite_only.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/01_sqlite_only/src/elspeth/writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/02_misbound_dialect_branch.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/02_misbound_dialect_branch/src/elspeth/writer.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/03_module_attribute_evasion.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/03_module_attribute_evasion/src/elspeth/from_module.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/03_module_attribute_evasion/src/elspeth/from_module_alias.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/03_module_attribute_evasion/src/elspeth/import_module.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/fixtures/examples_violation/03_module_attribute_evasion/src/elspeth/import_module_alias.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/portable_sqlite_insert/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_clean/01_factory_module/src/elspeth/web/sessions/engine.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_clean/02_unrelated_web_engine/src/elspeth/web/other.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_clean/03_session_factory_usage/src/elspeth/web/sessions/repository.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_violation/01_sessions_bare_create_engine.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_violation/01_sessions_bare_create_engine/src/elspeth/web/sessions/repository.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_violation/02_web_session_url.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/fixtures/examples_violation/02_web_session_url/src/elspeth/web/app.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/session_engine_factory/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/fixtures/examples_clean/01_normal_success/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/fixtures/examples_clean/02_deferred_failure/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/fixtures/examples_violation/01_deferred_success.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/fixtures/examples_violation/01_deferred_success/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/contract_invariants/validation_theatre/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_clean/01_freeze_fields/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_clean/02_scalar_only/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_clean/03_allowlisted_isinstance/config/cicd/enforce_freeze_guards/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_clean/03_allowlisted_isinstance/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/01_mapping_proxy.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/01_mapping_proxy/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/02_isinstance_guard.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/02_isinstance_guard/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/03_missing_guard.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/fixtures/examples_violation/03_missing_guard/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/freeze_guards/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_clean/01_sequence_annotation/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_clean/02_mapping_annotation/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_clean/03_allowlisted_list/config/cicd/enforce_frozen_annotations/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_clean/03_allowlisted_list/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/01_list_annotation.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/01_list_annotation/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/02_dict_annotation.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/02_dict_annotation/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/03_set_annotation.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/03_set_annotation/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/04_typing_list_annotation.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/04_typing_list_annotation/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/05_bare_list_annotation.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/fixtures/examples_violation/05_bare_list_annotation/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/frozen_annotations/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/immutability/shared.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_clean/01_matching_manifest/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_clean/01_matching_manifest/contracts/pass_through.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_clean/02_keyword_form_marker/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_clean/02_keyword_form_marker/contracts/kw.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/01_extra_registration.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/01_extra_registration/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/01_extra_registration/contracts/ghost.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/02_shadowed_register.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/02_shadowed_register/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/02_shadowed_register/contracts/shadowed.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/03_shadowed_marker.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/03_shadowed_marker/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/03_shadowed_marker/contracts/shadow_marker.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/04_duplicate_registration.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/04_duplicate_registration/contracts/declaration_contracts.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/fixtures/examples_violation/04_duplicate_registration/contracts/dup.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/contract_manifest/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/fixtures/examples_clean/01_no_stale_symbols/src/elspeth/mcp/types.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/fixtures/examples_violation/01_is_terminal_attribute.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/fixtures/examples_violation/01_is_terminal_attribute/src/elspeth/mcp/types.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/symbol_inventory/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/fixtures/examples_clean/01_two_axis_assertion/tests/unit/test_new.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/fixtures/examples_violation/01_row_outcome_compare.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/fixtures/examples_violation/01_row_outcome_compare/tests/unit/test_old.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/manifest/test_to_source_mapping/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/baseline.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_clean/01_trust_boundary_sentinel/src/elspeth/tool_reply.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_clean/02_assert_hasattr_presence/tests/unit/test_row_shape.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_clean/03_module_getattr_closed_table/src/elspeth/facade.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_clean/04_reflection_owned_table/config/cicd/masquerade_baseline.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_clean/04_reflection_owned_table/src/elspeth/serialization.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/01_getattr_dynamic_reflection.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/01_getattr_dynamic_reflection/src/elspeth/reflection_site.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/02_getattr_undecorated_sentinel.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/02_getattr_undecorated_sentinel/src/elspeth/undecorated_probe.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/03_hasattr_probe.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/03_hasattr_probe/src/elspeth/capability_probe.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/04_getattr_static_probe.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/04_getattr_static_probe/src/elspeth/type_probe.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/05_dunder_getattr_class_forwarding.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/fixtures/examples_violation/05_dunder_getattr_class_forwarding/src/elspeth/wrapper.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/inventory.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/masquerade/seed_baseline.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_clean/01_manifested_legacy/.github/workflows/ci.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_clean/01_manifested_legacy/config/cicd/lint_migration_status.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_clean/01_manifested_legacy/scripts/cicd/enforce_existing.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_violation/01_unmanifested_enforcer.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_violation/01_unmanifested_enforcer/config/cicd/lint_migration_status.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/fixtures/examples_violation/01_unmanifested_enforcer/scripts/cicd/enforce_new_thing.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/meta_no_new_bespoke_cicd_enforcer/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_clean/01_declared_component_type/good.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/01_missing_component_type.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/01_missing_component_type/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/02_aliased_base.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/02_aliased_base/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/03_invalid_value.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/fixtures/examples_violation/03_invalid_value/bad.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/component_type/rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/__init__.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/01_complete_metadata/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/01_complete_metadata/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/02_allowlisted_gap/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/02_allowlisted_gap/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/03_variant_complete/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_clean/03_variant_complete/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/01_missing_title.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/01_missing_title/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/01_missing_title/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/02_missing_description.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/02_missing_description/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/02_missing_description/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/03_variant_missing_title.expected.json,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/03_variant_missing_title/_fixture_rule.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/fixtures/examples_violation/03_variant_missing_title/config/cicd/enforce_options_metadata/allowlist.yaml,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/metadata.py,mine,mine,T01,B01,R01,X01
elspeth-lints/src/elspeth_lints/rules/plugin_contract/options_metadata/rule.py,mine,mine,T01,B01,R01,X01
